SNOMED,ICD
10824051000119100,S62512
10824131000119100,S62512
10937361000119100,S62512
10937841000119100,S62512
69916004,S62513
208414008,S62513
208420009,S62513
208435005,S62513
208436006,S62513
208437002,S62513
208438007,S62513
208467008,S62513
208468003,S62513
208469006,S62513
208470007,S62513
208471006,S62513
297133005,S62513
208439004,S62521
10834741000119100,S62521
10937401000119100,S62521
10824091000119100,S62522
10937441000119100,S62522
208440002,S62523
208441003,S62523
208442005,S62523
208443000,S62523
208472004,S62523
208473009,S62523
208474003,S62523
208475002,S62523
208476001,S62523
209767002,S62523
239981007,S62523
240232008,S62523
297132000,S62523
299136009,S62523
18171007,S62609
21698002,S62609
24424003,S62609
32988004,S62609
208430000,S62609
208880001,S62609
209307001,S62609
209309003,S62609
209315003,S62609
209322006,S62609
209323001,S62609
209325008,S62609
209326009,S62609
209330007,S62609
263084004,S62609
263110003,S62609
405817008,S62609
416709006,S62609
417613000,S62609
417675000,S62609
704155000,S62609
704156004,S62609
704157008,S62609
704158003,S62609
705081005,S62609
788939003,S62609
788940001,S62609
788941002,S62609
788942009,S62609
10834581000119100,S62609
10823851000119100,S62609
10924201000119100,S62609
10924241000119100,S62609
10936121000119100,S62609
10936161000119100,S62609
704162009,S62610
10834541000119100,S62610
10935481000119100,S62610
704148002,S62611
10823691000119100,S62611
10935521000119100,S62611
704160001,S62612
10935561000119100,S62612
10818341000119100,S62612
10935601000119100,S62613
10823811000119100,S62613
704094001,S62614
10830701000119100,S62614
10935641000119100,S62614
704151009,S62615
10823771000119100,S62615
10935681000119100,S62615
704161002,S62616
10816421000119100,S62616
10935721000119100,S62616
10823731000119100,S62617
10935761000119100,S62617
704012001,S62618
704150005,S62618
208444006,S62619
208445007,S62619
208446008,S62619
208447004,S62619
208448009,S62619
208477005,S62619
208478000,S62619
208479008,S62619
208480006,S62619
208481005,S62619
208482003,S62619
208500006,S62619
297130008,S62619
417349008,S62619
704011008,S62619
704149005,S62619
704234008,S62619
704165006,S62620
10834621000119100,S62620
10834421000119100,S62620
10935161000119100,S62620
704225003,S62621
10823291000119100,S62621
10935201000119100,S62621
704159006,S62622
704222000,S62622
10818061000119100,S62622
10818381000119100,S62622
10935241000119100,S62622
10823371000119100,S62623
10935281000119100,S62623
704163004,S62624
10830201000119100,S62624
10830781000119100,S62624
10935321000119100,S62624
10935961000119100,S62624
10823411000119100,S62625
10935361000119100,S62625
704164005,S62626
10816261000119100,S62626
10816461000119100,S62626
10935401000119100,S62626
10935441000119100,S62627
10823331000119100,S62627
80597004,S62629
208450001,S62629
208451002,S62629
208452009,S62629
208453004,S62629
208454005,S62629
208483008,S62629
208484002,S62629
208485001,S62629
208486000,S62629
208487009,S62629
297131007,S62629
704223005,S62629
704224004,S62629
704235009,S62629
703986000,S62630
10834461000119100,S62630
10834501000119100,S62630
10934521000119100,S62630
10934601000119100,S62630
10934841000119100,S62630
10935001000119100,S62630
10935801000119100,S62630
704187002,S62631
704237001,S62631
446641000124100,S62631
10823891000119100,S62631
10818181000119100,S62631
10823451000119100,S62631
10934561000119100,S62631
10934641000119100,S62631
10934881000119100,S62631
10935841000119100,S62631
703988004,S62632
704239003,S62632
10818101000119100,S62632
10818141000119100,S62632
10934921000119100,S62632
10935881000119100,S62632
16898401000119100,S62632
208459000,S62633
10935921000119100,S62633
10818261000119100,S62633
10823531000119100,S62633
10823971000119100,S62633
10934961000119100,S62633
16898361000119100,S62633
10830441000119100,S62634
10830741000119100,S62634
10934681000119100,S62634
16898321000119100,S62634
704001001,S62635
704183003,S62635
704189004,S62635
10818301000119100,S62635
10823571000119100,S62635
10824011000119100,S62635
10934721000119100,S62635
10935041000119100,S62635
10936001000119100,S62635
703987009,S62636
704238006,S62636
10816341000119100,S62636
10935081000119100,S62636
10936041000119100,S62636
10816301000119100,S62636
10934761000119100,S62636
10956761000119100,S62636
704185005,S62637
10818221000119100,S62637
10823491000119100,S62637
10823931000119100,S62637
10934801000119100,S62637
10935121000119100,S62637
10936081000119100,S62637
10956561000119100,S62637
36778005,S62639
41511005,S62639
76865005,S62639
208456007,S62639
208457003,S62639
208458008,S62639
208489007,S62639
208490003,S62639
208491004,S62639
208492006,S62639
209306005,S62639
209314004,S62639
263085003,S62639
416176009,S62639
417474005,S62639
417580004,S62639
704028006,S62639
704030008,S62639
704093007,S62639
704188007,S62639
20511007,S6290X
37418005,S6290X
208388003,S6290X
208499002,S6290X
208848003,S6290X
208851005,S6290X
208885006,S6290X
209264008,S6290X
209265009,S6290X
209273000,S6290X
209274006,S6290X
209278009,S6290X
209284007,S6290X
209285008,S6290X
209293008,S6290X
209304008,S6290X
209312000,S6290X
209320003,S6290X
209328005,S6290X
263102004,S6290X
263103009,S6290X
263105002,S6290X
287075005,S6290X
307171000,S6290X
307172007,S6290X
307173002,S6290X
429630006,S6290X
472856002,S6290X
704005005,S6290X
704013006,S6290X
23123006,S6290XS
210958007,S6290XS
460171000124107,S6291X
10827521000119100,S6291X
10937881000119100,S6291X
460161000124100,S6292X
10834781000119100,S6292X
10937921000119100,S6292X
202975001,S63003
208846004,S63003
833334002,S63003
34873006,S63006
38556006,S63006
125618007,S63006
129157005,S63006
275329003,S63006
314664008,S63006
833335001,S63006
208836001,S63013
208838000,S63013
57467003,S63014
208826009,S63014
11819971000119100,S63014
11820051000119100,S63014
11821881000119100,S63014
11820011000119100,S63015
11820091000119100,S63015
11821921000119100,S63015
263027009,S63016
733250006,S63016
208839008,S63023
263053001,S63023
208815003,S63024
208827000,S63024
11819331000119100,S63024
11834231000119100,S63024
11819371000119100,S63025
11834271000119100,S63025
263024002,S63026
733251005,S63026
208828005,S63033
208832004,S63033
208840005,S63033
208843007,S63033
208844001,S63033
208853008,S63033
431032008,S63033
208816002,S63034
11820211000119100,S63034
11833911000119100,S63034
11820251000119100,S63035
11833951000119100,S63035
64710004,S63036
208819009,S63036
263025001,S63036
263026000,S63036
430936000,S63036
733252003,S63036
733253008,S63044
11821251000119100,S63044
11821371000119100,S63044
11834831000119100,S63044
11821291000119100,S63045
11821331000119100,S63045
11834791000119100,S63045
202232002,S63053
202238003,S63053
202239006,S63053
208842002,S63053
45634004,S63055
281503004,S63056
733254002,S63056
20026002,S63066
73387003,S63066
208829002,S63066
12588000,S63076
70381003,S63076
110029007,S63096
208820003,S63096
263055008,S63103
38301007,S63105
54748006,S63105
125620005,S63106
11834111000119100,S63114
7669008,S63115
11834071000119100,S63115
45696004,S63116
733255001,S63116
208881002,S63123
208883004,S63123
11834511000119100,S63124
11834591000119100,S63124
11835151000119100,S63124
208873003,S63125
409765008,S63125
11834471000119100,S63125
11834551000119100,S63125
11835111000119100,S63125
733256000,S63126
53466008,S63209
87592007,S63209
208889000,S63209
263054007,S63209
416511004,S63209
827109000,S63209
208869001,S63219
208878007,S63219
208888008,S63239
125802004,S63249
208879004,S63249
208887003,S63249
416143005,S63249
54420005,S63259
75137002,S63259
125619004,S63259
208866008,S63259
416568002,S63259
416910005,S63259
733258004,S63259
827108008,S63259
11792271000119100,S63259
11792471000119100,S63259
11792671000119100,S63259
11796481000119100,S63259
11796521000119100,S63260
11803171000119100,S63260
11803211000119100,S63260
29818001,S63261
11792711000119100,S63261
11796041000119100,S63261
11796081000119100,S63261
11796561000119100,S63266
11803251000119100,S63266
11792751000119100,S63267
11796121000119100,S63267
80090009,S63269
208859007,S63269
312844001,S63269
733257009,S63269
19241004,S63279
208860002,S63279
208870000,S63279
417202006,S63279
446091003,S63279
11792511000119100,S63280
11803731000119100,S63280
11803771000119100,S63280
11805731000119100,S63280
11805771000119100,S63280
11805571000119100,S63281
11792311000119100,S63281
11803531000119100,S63281
11803571000119100,S63281
11805531000119100,S63281
11803851000119100,S63282
11805851000119100,S63282
11803651000119100,S63283
11805651000119100,S63283
11803891000119100,S63284
11792631000119100,S63284
11805891000119100,S63284
11805691000119100,S63285
11792431000119100,S63285
11803691000119100,S63285
11803811000119100,S63286
11805811000119100,S63286
11803611000119100,S63287
11805611000119100,S63287
208862005,S63289
208872008,S63289
11804131000119100,S63290
11804171000119100,S63290
11804531000119100,S63290
11804571000119100,S63290
11803931000119100,S63291
11803971000119100,S63291
11804331000119100,S63291
11804371000119100,S63291
11796601000119100,S63292
11804251000119100,S63292
11804651000119100,S63292
11792791000119100,S63293
11804051000119100,S63293
11804451000119100,S63293
11796641000119100,S63294
11804691000119100,S63294
11792831000119100,S63295
11804491000119100,S63295
11804211000119100,S63296
11804611000119100,S63296
11804011000119100,S63297
11804411000119100,S63297
208861003,S63299
208871001,S63299
416352009,S63299
209603006,S63309
209604000,S63309
263137001,S63309
735817001,S63309
735819003,S63329
735820009,S63329
735821008,S63339
209598003,S63399
209601008,S63399
209602001,S63399
430892004,S63399
431500000,S63399
735818006,S63399
789054002,S63399
209614009,S63419
735822001,S63419
735823006,S63419
735824000,S63419
735825004,S63419
735826003,S63429
735827007,S63429
209489004,S63439
735828002,S63439
735829005,S63439
306111000119105,S63501
11803051000119100,S63501
306041000119105,S63502
11803011000119100,S63502
70704007,S63509
209455000,S63519
209456004,S63519
209457008,S63519
209459006,S63519
209466007,S63519
209440009,S63529
209444000,S63529
209448002,S63529
209585007,S63529
209586008,S63529
209587004,S63529
209588009,S63529
209589001,S63529
209590005,S63529
209591009,S63529
209592002,S63529
384710005,S63529
870767005,S63529
202333005,S63599
202334004,S63599
209439007,S63599
209441008,S63599
209445004,S63599
209446003,S63599
209447007,S63599
209450005,S63599
209451009,S63599
209452002,S63599
209453007,S63599
209454001,S63599
209458003,S63599
209584006,S63599
209593007,S63599
209594001,S63599
209595000,S63599
209596004,S63599
239984004,S63599
239986002,S63599
281524009,S63599
870768000,S63599
263130004,S63609
263129009,S63619
11817451000119100,S63619
11817651000119100,S63619
209474008,S63629
209476005,S63629
209492000,S63629
209609005,S63629
209610000,S63629
11818651000119100,S63630
11817691000119100,S63630
11818691000119100,S63630
11817491000119100,S63631
11818451000119100,S63631
11818491000119100,S63631
11818771000119100,S63632
11817771000119100,S63632
11817571000119100,S63633
11818571000119100,S63633
11818811000119100,S63634
11817811000119100,S63634
11817611000119100,S63635
11818611000119100,S63635
11817731000119100,S63636
11818731000119100,S63636
11817531000119100,S63637
11818531000119100,S63637
38540001,S63639
209465006,S63639
209483003,S63639
209484009,S63639
209486006,S63639
209487002,S63639
209615005,S63639
209616006,S63639
209617002,S63639
209618007,S63639
11817851000119100,S63641
11818291000119100,S63641
11817421000119100,S63642
11818331000119100,S63642
209471000,S63649
209472007,S63649
209491007,S63649
209606003,S63649
209607007,S63649
209608002,S63649
263124004,S63649
32128001,S63659
209480000,S63659
209481001,S63659
209612008,S63659
209613003,S63659
209463004,S638X1
11817341000119100,S638X1
11817381000119100,S638X2
209469000,S638X9
209600009,S638X9
87778004,S6390X
209436000,S6390X
209583000,S6390X
314883003,S6390X
11818851000119100,S6391X
11818891000119100,S6392X
212263005,S6400X
212264004,S6400X
212266002,S6400X
212268001,S6400X
212269009,S6400X
609594008,S6400X
724795000,S6400X
724796004,S6400X
68861000119103,S6400X
212256005,S6410X
212259003,S6410X
609593002,S6410X
724797008,S6410X
724798003,S6410X
87450004,S6420X
212274001,S6420X
212284000,S6431X
10962591000119100,S6431X
10962631000119100,S6432X
4412009,S6440X
212278003,S6440X
212279006,S6440X
212281008,S6440X
212282001,S6440X
428233007,S6440X
432065003,S6440X
10972901000119100,S64490
10973041000119100,S64491
10972941000119100,S64492
10973081000119100,S64493
10852821000119100,S64494
10972861000119100,S64494
10852861000119100,S64495
10972981000119100,S64495
10852901000119100,S64496
10852941000119100,S64497
212280009,S648X9
212283006,S648X9
446028001,S648X9
724800005,S648X9
733249006,S648X9
733265007,S648X9
724799006,S6490X
210843000,S65009
210838007,S65109
7369002,S65209
210844006,S65209
210845007,S65209
735831001,S65211
11830521000119100,S65211
11830601000119100,S65212
735832008,S65311
11830361000119100,S65311
11830441000119100,S65312
210847004,S65319
283374002,S65319
210862002,S65419
735833003,S65419
788894007,S65499
210848009,S65509
210851002,S65509
210852009,S65509
285759003,S65509
733263000,S65519
735834009,S65519
788893001,S65599
210849001,S65809
210853004,S65809
210854005,S65809
285740000,S65809
210850001,S65819
447418009,S65819
429421009,S65909
781449004,S66019
276423007,S66109
209771004,S66119
209772006,S66119
239979005,S66119
1052299009,S66119
781444009,S66219
210569003,S66299
210588005,S66299
210596000,S66299
276422002,S66309
276429006,S66309
209770003,S66319
840338002,S66319
210585008,S66399
11839091000119100,S66411
11839121000119100,S66411
726193003,S66412
11838821000119100,S66412
11838861000119100,S66412
726190000,S66419
726192008,S66419
726194009,S66419
726195005,S66419
781387006,S66419
726191001,S66429
726196006,S66429
726197002,S66429
726198007,S66429
726199004,S66509
726201002,S66509
726202009,S66519
726203004,S66519
726204005,S66519
11826671000119100,S66519
11839051000119100,S66519
11839431000119100,S66519
11839531000119100,S66519
446313009,S66529
726200001,S66529
726205006,S66529
726206007,S66529
726207003,S66529
439052006,S66809
441885003,S66809
15704721000119100,S66811
781455009,S66819
781456005,S66819
210548000,S66899
210549008,S66899
210550008,S66899
210567001,S66899
11838121000119100,S66901
11838161000119100,S66902
210566005,S66909
262971000,S66909
441886002,S66909
722813003,S66911
788468009,S66911
788473003,S66911
788487003,S66911
11826711000119100,S66911
11839311000119100,S66911
11839351000119100,S66911
716102003,S66912
722812008,S66912
786961001,S66912
11826631000119100,S66912
11826751000119100,S66912
11826791000119100,S66912
733261003,S66919
15550007,S66921
10959441000119100,S66921
11825671000119100,S66921
11825911000119100,S66921
11829711000119100,S66921
10959401000119100,S66922
11825711000119100,S66922
11826031000119100,S66922
11829751000119100,S66922
202977009,S66999
211583005,S6700X
211586002,S6700X
283858004,S6701X
11829551000119100,S6701X
11829591000119100,S6702X
10380004,S6710X
211582000,S6710X
211584004,S6710X
211585003,S6710X
211587006,S6710X
11787881000119100,S67190
11791121000119100,S67190
11837241000119100,S67190
11787841000119100,S67191
11787921000119100,S67191
11791161000119100,S67191
11787961000119100,S67192
11788001000119100,S67193
11788041000119100,S67194
11788081000119100,S67195
11788121000119100,S67196
11788161000119100,S67197
50793006,S6720X
211571008,S6720X
211574000,S6720X
211575004,S6720X
211578002,S6720X
211579005,S6720X
211572001,S6730X
211573006,S6730X
211576003,S6730X
211577007,S6730X
47814001,S6731X
211569008,S6740X
6015002,S6741X
11791521000119100,S6741X
11812741000119100,S6741X
11812781000119100,S6742X
11791561000119100,S6742X
210613004,S68019
210614005,S68019
210622003,S68019
262579009,S68019
32348000,S68119
35166005,S68119
43555005,S68119
50248002,S68119
78988004,S68119
95855003,S68119
125657004,S68119
210602002,S68119
210603007,S68119
210625001,S68119
210626000,S68119
210630002,S68119
210600005,S68129
210601009,S68129
262580007,S68129
213377002,S68411
433097005,S68411
95856002,S68419
210643002,S68419
210611002,S68519
210615006,S68519
210616007,S68519
210620006,S68529
210621005,S68529
210629007,S68619
125655007,S68629
210627009,S68629
210634006,S68629
210635007,S68629
210644008,S68719
210555003,S6980X
210556002,S6980X
210564008,S6980X
210572005,S6980X
210573000,S6980X
210575007,S6980X
210597009,S6980X
210599007,S6980X
210604001,S6980X
263125003,S6980X
268117002,S6980X
275454002,S6980X
283159009,S6980X
283161000,S6980X
283162007,S6980X
283164008,S6980X
283252006,S6980X
283288001,S6980X
283844001,S6980X
422444006,S6980X
423657003,S6980X
262596005,S6981X
11829471000119100,S6981X
11829511000119100,S6982X
52011008,S6990X
125598003,S6990X
125599006,S6990X
209488007,S6990X
209490008,S6990X
210574006,S6990X
262520005,S6990X
275320004,S6990X
282763002,S6990X
427914009,S6990X
897603007,S6990X
11790161000119100,S6991X
11791281000119100,S6991X
11791681000119100,S6991X
11790201000119100,S6992X
11791321000119100,S6992X
11791721000119100,S6992X
44801007,S7000X
84416003,S7000X
211519000,S7000X
11786881000119100,S7001X
11829961000119100,S7001X
11786921000119100,S7002X
11830011000119100,S7002X
874805004,S7010X
307391000,S7011X
11790801000119100,S7011X
11825401000119100,S7011X
11790841000119100,S7012X
11825451000119100,S7012X
211330003,S70211
211337000,S70211
11808821000119100,S70211
11808901000119100,S70211
11808861000119100,S70212
11808941000119100,S70212
8748000,S70219
88016001,S70219
283100001,S70219
40542008,S70229
46132008,S70229
271174008,S70229
271181001,S70229
298094000,S70251
11837081000119100,S70251
11837161000119100,S70252
211368001,S70259
211375000,S70259
211376004,S70259
876805001,S70259
76584003,S70261
211358006,S70261
11783401000119100,S70261
11808981000119100,S70261
11783441000119100,S70262
11809021000119100,S70262
23455003,S70269
58463002,S70269
77754004,S70269
283824007,S70269
211331004,S70311
211338005,S70311
11809581000119100,S70311
11810061000119100,S70311
11809621000119100,S70312
11810101000119100,S70312
49277003,S70319
56809002,S70319
61341000,S70319
283101002,S70319
22999005,S70329
85763007,S70329
271175009,S70329
271182008,S70329
298096003,S70351
11837281000119100,S70351
11837361000119100,S70352
211369009,S70359
211377008,S70359
446132009,S70359
876802003,S70359
59443003,S70361
211359003,S70361
11783961000119100,S70361
11809061000119100,S70361
11784001000119100,S70362
11809101000119100,S70362
8975004,S70369
42008001,S70369
274196003,S70919
733266008,S70919
733289000,S70919
274198002,S70929
733267004,S70929
733290009,S70929
10863801000119100,S71001
10876711000119100,S71002
5353008,S71009
5801006,S71009
73602001,S71009
125658009,S71009
209689008,S71009
209690004,S71009
210665002,S71009
210666001,S71009
210669008,S71009
210670009,S71009
210772007,S71009
210773002,S71009
283264003,S71009
283582001,S71009
726218003,S71009
733274009,S71009
283482003,S71011
10963231000119100,S71011
10965561000119100,S71011
10963271000119100,S71012
10965601000119100,S71012
283432008,S71019
446365006,S71019
446918008,S71019
735835005,S71019
733268009,S71029
23071000175104,S71031
10861651000119100,S71031
10861691000119100,S71032
283533001,S71039
283632002,S71039
283669004,S71039
735837002,S71039
283215006,S71049
733270000,S71049
283769007,S71051
733272008,S71051
10965401000119100,S71051
10967601000119100,S71051
10967641000119100,S71052
10965441000119100,S71052
283721009,S71059
10877191000119100,S71101
10877231000119100,S71102
125659001,S71109
283266001,S71109
733275005,S71109
283483008,S71111
10963751000119100,S71111
10966161000119100,S71111
10963791000119100,S71112
10966201000119100,S71112
283433003,S71119
446455004,S71119
446919000,S71119
735836006,S71119
733269001,S71129
283534007,S71131
10861891000119100,S71131
10966241000119100,S71131
10861931000119100,S71132
10966281000119100,S71132
283583006,S71139
283633007,S71139
283670003,S71139
735838007,S71139
283217003,S71149
733271001,S71149
283770008,S71151
733273003,S71151
10966361000119100,S71151
10969771000119100,S71151
10969891000119100,S71151
10966401000119100,S71152
10969811000119100,S71152
10969931000119100,S71152
283722002,S71159
283825008,S71159
5913000,S72009
209336001,S72009
209337005,S72009
209338000,S72009
263088001,S72009
263225007,S72009
302034009,S72009
359817006,S72009
359820003,S72009
361118003,S72009
428112005,S72009
700097003,S72009
17194005,S72009S
210967007,S72009S
275339009,S72011
447931000124101,S72011
10834301000119100,S72011
10932681000119100,S72011
15912091000119100,S72011
275338001,S72012
446471000124105,S72012
10838021000119100,S72012
10932721000119100,S72012
20100009,S72019
30489009,S72019
208528000,S72019
208529008,S72019
208530003,S72019
208531004,S72019
208541001,S72019
208542008,S72019
208543003,S72019
208544009,S72019
263226008,S72019
10933161000119100,S72021
10923601000119100,S72022
10933201000119100,S72022
62125005,S72023
87173003,S72023
208523009,S72023
208536009,S72023
788943004,S72023
52450003,S72031
84320000,S72031
10932361000119100,S72031
10817981000119100,S72031
10821931000119100,S72031
10932601000119100,S72031
10838061000119100,S72032
10932401000119100,S72032
10932641000119100,S72032
12746007,S72033
79484004,S72033
208521006,S72033
1705000,S72041
263228009,S72041
10821851000119100,S72041
10932521000119100,S72041
263231005,S72042
10820141000119100,S72042
10821891000119100,S72042
10932561000119100,S72042
361119006,S72043
41191003,S72052
15911931000119100,S72052
208526001,S72059
733276006,S72059
703994007,S72061
15912431000119100,S72061
10932761000119100,S72061
10932801000119100,S72062
15912331000119100,S72062
705124002,S72063
445899009,S72102
22802006,S72109
26938002,S72109
66483005,S72109
208548007,S72109
208555009,S72109
208562000,S72109
275342003,S72109
275343008,S72109
445875009,S72109
275340006,S72111
301034006,S72111
10821771000119100,S72111
10932921000119100,S72111
15912631000119100,S72111
10821811000119100,S72112
10932961000119100,S72112
15912531000119100,S72112
426382004,S72113
275341005,S72121
10933001000119100,S72121
10933041000119100,S72122
427688003,S72123
10933081000119100,S72131
705090003,S72132
10933121000119100,S72132
89820008,S72141
10821491000119100,S72141
10932841000119100,S72141
10821531000119100,S72142
10932881000119100,S72142
127287001,S72143
208550004,S72143
208552007,S72143
208557001,S72143
208559003,S72143
208551000,S7221X
263229001,S7221X
10821731000119100,S7221X
10932441000119100,S7221X
10821691000119100,S7222X
10932481000119100,S7222X
21640001000004100,S7222X
208558006,S7223X
26442006,S72301
54441004,S72301
10821971000119100,S72301
10933641000119100,S72301
10822011000119100,S72302
10933681000119100,S72302
6628008,S72309
10822371000119100,S72401
10820181000119100,S72402
263232003,S72409
263233008,S72409
263234002,S72409
429342005,S72409
706886007,S72409
788892006,S72409
789045000,S72409
66926007,S72411
82640004,S72413
208581008,S72413
208590001,S72413
263236000,S72413
208580009,S72421
10822131000119100,S72421
10822291000119100,S72421
10933321000119100,S72421
10822171000119100,S72422
10822331000119100,S72422
10933361000119100,S72422
208589005,S72423
208579006,S72431
10923401000119100,S72431
10933241000119100,S72431
10933401000119100,S72431
10923441000119100,S72432
10933281000119100,S72432
10933441000119100,S72432
19652000,S72433
208587007,S72433
208588002,S72433
10933561000119100,S72441
10933601000119100,S72442
208578003,S72443
30905007,S72451
10822051000119100,S72451
10933481000119100,S72451
10822091000119100,S72452
10933521000119100,S72452
263235001,S72453
447394009,S72456
79978005,S72463
445733003,S72463
45455009,S72499
69830008,S72499
208582001,S72499
208591002,S72499
208731002,S72499
789058004,S72499
25415003,S7290X
28576007,S7290X
71620000,S7290X
705093001,S7290X
36758002,S7290XS
10822451000119100,S7291X
10933721000119100,S7291X
10822491000119100,S7292X
10933761000119100,S7292X
263057000,S73003
125621009,S73006
157265008,S73006
208892001,S73006
208900000,S73013
208904009,S73013
208906006,S73013
208908007,S73013
208910009,S73013
63975004,S73014
208894000,S73014
11783081000119100,S73014
11783321000119100,S73014
11783361000119100,S73015
11783121000119100,S73015
84920009,S73016
733278007,S73016
90289008,S73026
111649009,S73026
208895004,S73026
208901001,S73026
208902008,S73026
733279004,S73026
208907002,S73033
208911008,S73033
208896003,S73034
11783241000119100,S73034
11783281000119100,S73035
733280001,S73036
733281002,S73046
17883008,S73101
306091000119102,S73101
11782121000119100,S73101
306021000119104,S73102
11782161000119100,S73102
209506006,S73119
209621009,S73119
209622002,S73119
90654004,S73129
202336002,S73191
11781961000119100,S73191
11782001000119100,S73192
202335003,S73199
212311000,S7400X
212312007,S7400X
367137004,S7400X
86269002,S7401X
291931000119102,S7401X
10861251000119100,S7401X
291921000119100,S7402X
10861291000119100,S7402X
212313002,S7410X
212314008,S7410X
7449006,S7411X
290111000119100,S7411X
10861091000119100,S7411X
290091000119108,S7412X
10861131000119100,S7412X
212327007,S7420X
212328002,S7420X
285602007,S7420X
307365001,S7420X
212248007,S748X9
212249004,S748X9
212343000,S748X9
212344006,S748X9
285601000,S748X9
298130005,S748X9
212329005,S7490X
724801009,S7490X
724802002,S7490X
20593006,S75009
52984008,S75009
210865000,S75009
210866004,S75009
210867008,S75009
210868003,S75009
733282009,S75009
11826941000119100,S75011
11827021000119100,S75011
11826981000119100,S75012
11827061000119100,S75012
446558004,S75099
111696001,S75101
11781561000119100,S75101
11781601000119100,S75102
210869006,S75109
210870007,S75109
210908000,S75909
212467009,S76009
212469007,S76009
11786721000119100,S76011
11826471000119100,S76011
11826551000119100,S76011
11786761000119100,S76012
11826511000119100,S76012
11826591000119100,S76012
288218006,S76019
726220000,S76019
726221001,S76019
836300009,S76019
283384001,S76029
726217008,S76029
726222008,S76029
726223003,S76029
726224009,S76029
428774008,S76099
726225005,S76099
733283004,S76109
733284005,S76109
209508007,S76111
415748002,S76111
428228008,S76111
11828221000119100,S76111
11828261000119100,S76111
11857901000119100,S76111
15702121000119100,S76111
15702161000119100,S76111
16546631000119100,S76111
11857941000119100,S76112
11828301000119100,S76112
11828341000119100,S76112
15702401000119100,S76112
15702441000119100,S76112
16546791000119100,S76112
433098000,S76119
733285006,S76129
733286007,S76129
6849006,S76199
429718008,S76199
431033003,S76199
212468004,S76209
262976005,S76219
281543009,S76219
726226006,S76219
726227002,S76219
726228007,S76219
726229004,S76219
726230009,S76219
726231008,S76229
726232001,S76229
726233006,S76229
135851009,S76301
11781241000119100,S76301
11828541000119100,S76301
11781281000119100,S76302
11828581000119100,S76302
209509004,S76319
481000119104,S76319
283385000,S76329
726240007,S76329
210672001,S76399
210674000,S76399
788484005,S76812
301221000119101,S76812
429722003,S76819
430906009,S76819
726219006,S76819
735839004,S76819
788486007,S76911
301301000119103,S76911
11830241000119100,S76911
11830281000119100,S76912
209777000,S76919
442372009,S76919
73825003,S7700X
211592008,S7700X
211593003,S7700X
211590000,S7710X
211591001,S7710X
11730002,S7720X
32734003,S7720X
70000009,S7720X
74270009,S7720X
211589009,S7721X
11786801000119100,S7721X
11790721000119100,S7721X
11810301000119100,S7721X
11786841000119100,S7722X
11790761000119100,S7722X
11810341000119100,S7722X
210762009,S78011
733287003,S78011
733288008,S78011
735668000,S78011
1010684009,S78111
210761002,S78112
1010683003,S78112
705091004,S79101
10923481000119100,S79101
10923521000119100,S79102
427509002,S79119
427584009,S79129
428357005,S79139
427826000,S79149
428232002,S79199
210677007,S79819
268118007,S79819
283175007,S79819
283306001,S79819
210678002,S79829
283177004,S79829
283308000,S79829
11786961000119100,S79911
11787001000119100,S79912
125600009,S79919
699063001,S79919
726214001,S79919
11790881000119100,S79921
11790921000119100,S79922
7523003,S79929
726215000,S79929
34781000087106,S79929
22878006,S8000X
211521005,S8000X
11830061000119100,S8001X
11791041000119100,S8001X
11791081000119100,S8002X
11830111000119100,S8002X
45613006,S8011X
449704006,S8011X
11829861000119100,S8011X
11790961000119100,S8011X
11791001000119100,S8012X
11829911000119100,S8012X
211332006,S80211
211339002,S80211
11809501000119100,S80211
11809901000119100,S80211
11809541000119100,S80212
11809941000119100,S80212
283102009,S80219
271176005,S80229
271183003,S80229
298097007,S80251
11837601000119100,S80251
11837681000119100,S80252
211370005,S80259
211379006,S80259
787032006,S80259
211360008,S80261
211365003,S80261
11809821000119100,S80261
11809661000119100,S80261
11828941000119100,S80261
11809701000119100,S80262
11809861000119100,S80262
11828981000119100,S80262
211333001,S80811
211340000,S80811
11809421000119100,S80811
11809981000119100,S80811
11810021000119100,S80812
11809461000119100,S80812
283103004,S80819
609349003,S80819
609351004,S80819
86540005,S80829
271177001,S80829
271184009,S80829
449689008,S80829
298098002,S80851
11837441000119100,S80851
11837521000119100,S80852
283312006,S80859
298092001,S80859
298099005,S80859
298100002,S80859
211361007,S80861
449643001,S80861
11809741000119100,S80861
11829261000119100,S80861
11837001000119100,S80861
11837041000119100,S80862
11809781000119100,S80862
11829301000119100,S80862
287118004,S80869
449642006,S80869
449915007,S80869
609335007,S80869
283040009,S80919
211384000,S80929
283041008,S80929
735860005,S80929
10877591000119100,S81001
34777003,S81009
44140000,S81009
66722004,S81009
125660006,S81009
209693002,S81009
209694008,S81009
209695009,S81009
209696005,S81009
209697001,S81009
269181003,S81009
283267005,S81009
283386004,S81011
10963911000119100,S81011
10963951000119100,S81012
283434009,S81019
446367003,S81019
446869009,S81019
10966921000119100,S81031
10862091000119100,S81031
10967001000119100,S81031
10862131000119100,S81032
10966961000119100,S81032
10967041000119100,S81032
283484002,S81039
283535008,S81039
283584000,S81039
283634001,S81039
283671004,S81039
283218008,S81049
283723007,S81051
283771007,S81051
10966841000119100,S81051
10970731000119100,S81051
